# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SLC4A7	SLC4A7	NR_135542.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC4A7	SLC4A7	NR_135543.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC4A7	SLC4A7	NR_135544.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC5A8	SLC5A8	NM_145913.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC66A2	SLC66A2	NM_001146343.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SLC66A2	SLC66A2	NM_001146345.2	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SLC66A2	SLC66A2	NM_025078.5	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SLC6A11	SLC6A11	NM_014229.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC6A16	SLC6A16	NM_014037.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC6A20	SLC6A20	NM_020208.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A20	SLC6A20	NM_022405.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A3	SLC6A3	NM_001044.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC7A14	SLC7A14	NM_020949.3	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SLC7A14-AS1	SLC7A14-AS1	NR_135555.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SLC7A14-AS1	SLC7A14-AS1	NR_135556.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SLC7A5	SLC7A5	NM_003486.7	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC8A2	SLC8A2	NM_015063.3	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SLC9A3	SLC9A3	NM_001284351.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC9A3	SLC9A3	NM_004174.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC9A8	SLC9A8	NM_001260491.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A8	SLC9A8	NM_015266.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A8	SLC9A8	NR_048537.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC9A8	SLC9A8	NR_048538.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC9A8	SLC9A8	NR_048539.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC9A8	SLC9A8	NR_048540.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC9A9	SLC9A9	NM_173653.4	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SLC9B1	SLC9B1	NM_001100874.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC9B1	SLC9B1	NM_139173.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC9B1	SLC9B1	NR_047513.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC9B1	SLC9B1	NR_047515.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLCO1B3-SLCO1B7	SLCO1B3-SLCO1B7	NM_001371097.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLCO1B7	SLCO1B7	NM_001009562.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLIT2	SLIT2	NM_001289135.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLIT2	SLIT2	NM_001289136.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLIT2	SLIT2	NM_004787.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLIT3	SLIT3	NM_001271946.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLIT3	SLIT3	NM_003062.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLK	SLK	NM_001304743.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLK	SLK	NM_014720.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLMAP	SLMAP	NM_001304420.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLMAP	SLMAP	NM_001304421.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLMAP	SLMAP	NM_001304422.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLMAP	SLMAP	NM_001304423.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLMAP	SLMAP	NM_001311178.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLMAP	SLMAP	NM_001311179.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLMAP	SLMAP	NM_007159.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLURP1	SLURP1	NM_020427.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SLX4IP	SLX4IP	NM_001009608.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAD3	SMAD3	NM_001145102.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAD3	SMAD3	NM_001145103.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAD3	SMAD3	NM_001145104.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMAD3	SMAD3	NM_005902.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAD9	SMAD9	NM_001127217.2	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
SMAD9	SMAD9	NM_005905.6	protein_coding	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
SMAP2	SMAP2	NM_001198978.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAP2	SMAP2	NM_001198979.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAP2	SMAP2	NM_001198980.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMAP2	SMAP2	NM_022733.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMC2	SMC2	NM_001042550.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMC2	SMC2	NM_001042551.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMC2	SMC2	NM_001265602.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMC2	SMC2	NM_006444.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMC2-AS1	SMC2-AS1	NR_121580.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SMCO1	SMCO1	NM_001077657.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMCO1	SMCO1	NM_001320473.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMG1	SMG1	NM_015092.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMG1P5	SMG1P5	NR_002453.5		0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SMG6	SMG6	NM_001256827.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMG6	SMG6	NM_001256828.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMG6	SMG6	NM_001282326.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMG6	SMG6	NM_017575.5	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMIM17	SMIM17	NM_001193628.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMIM33	SMIM33	NM_001365197.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SMIM35	SMIM35	NM_001354434.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMIM40	SMIM40.2	NM_001369203.1.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMO	SMO	NM_005631.5	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SMOC1	SMOC1	NM_001034852.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMOC1	SMOC1	NM_022137.6	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMOC2	SMOC2	NM_001166412.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMOC2	SMOC2	NM_022138.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMR3A	SMR3A	NM_012390.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMYD3	SMYD3	NM_001167740.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SMYD3	SMYD3	NM_022743.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001242792.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001242793.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001242794.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001256717.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001256718.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_001363677.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAP91	SNAP91	NM_014841.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NM_001039697.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NM_001369647.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NM_001369648.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NM_001369649.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NM_001369650.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NM_001369651.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161433.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161434.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161435.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161436.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161437.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161438.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161439.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161440.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161441.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161442.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161443.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161444.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161445.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161446.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161447.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161448.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161449.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAPC3	SNAPC3	NR_161450.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNAR-A1	SNAR-A1	NR_004435.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNAR-A10	SNAR-A10	NR_024229.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNAR-A11	SNAR-A11	NR_024225.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNAR-A14	SNAR-A14	NR_024242.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNAR-A2	SNAR-A2	NR_004436.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNAR-A3	SNAR-A3	NR_024214.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNAR-A4	SNAR-A4	NR_024215.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNAR-A5	SNAR-A5	NR_024223.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNAR-A6	SNAR-A6	NR_024227.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNAR-A7	SNAR-A7	NR_024224.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNAR-A8	SNAR-A8	NR_024228.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNAR-A9	SNAR-A9	NR_024226.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SND1	SND1	NM_014390.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNED1	SNED1	NM_001080437.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SNHG14	SNHG14	NR_146177.1		0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SNHG20	SNHG20	NR_027058.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNHG31	SNHG31	NR_110292.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNHG32	SNHG32	NR_160945.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNHG32	SNHG32	NR_160946.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNHG32	SNHG32	NR_160947.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNHG32	SNHG32	NR_160948.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNHG32	SNHG32	NR_160949.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNHG32	SNHG32	NR_160950.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNHG32	SNHG32	NR_160951.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNHG32	SNHG32	NR_160952.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNHG32	SNHG32	NR_160953.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNHG9	SNHG9	NR_003142.2		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNORA10B	SNORA10B	NR_145719.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORA52	SNORA52	NR_002585.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORA78	SNORA78	NR_003020.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNORA92	SNORA92	NR_132774.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORD15A	SNORD15A	NR_000005.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNORD54	SNORD54	NR_002437.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNRNP70	SNRNP70	NM_001301069.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNRNP70	SNRNP70	NM_003089.6	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNRPA	SNRPA	NM_004596.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRPD1	SNRPD1	NM_001291916.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRPD1	SNRPD1	NM_006938.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNRPN	SNRPN	NM_001349455.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRPN	SNRPN	NM_001349456.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRPN	SNRPN	NM_001349457.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRPN	SNRPN	NM_001349458.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRPN	SNRPN	NM_001349459.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRPN	SNRPN	NM_001349460.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRPN	SNRPN	NM_022806.4	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRPN	SNRPN	NM_022807.4	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNRPN	SNRPN	NM_022808.4	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNTB2	SNTB2	NM_006750.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NM_001287813.3	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NM_001287814.3	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NM_001321773.2	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NM_001321775.2	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NM_001321776.2	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NM_001321777.2	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NM_001321778.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NM_018967.5	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NR_135794.2		0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NR_135795.2		0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NR_135796.2		0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NR_135797.2		0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG1	SNTG1	NR_135798.2		0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SNTG2	SNTG2	NM_018968.4	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NM_001350862.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NM_001350863.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NM_001350864.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NM_001350866.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NM_001350867.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NM_001350868.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NM_001350870.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NM_015132.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NR_146932.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX13	SNX13	NR_146933.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX15	SNX15	NM_013306.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNX15	SNX15	NM_147777.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SNX21	SNX21	NM_001042632.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX21	SNX21	NM_001042633.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX21	SNX21	NM_033421.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX21	SNX21	NM_152897.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX25	SNX25	NM_001317781.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
SNX29	SNX29	NM_032167.5	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
SNX29P2	SNX29P2	NR_002939.3		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX4	SNX4	NM_003794.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX4	SNX4	NR_073435.2		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SNX9	SNX9	NM_016224.5	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SORCS2	SORCS2	NM_020777.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SORCS3	SORCS3	NM_014978.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SORL1	SORL1	NM_003105.6	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SOX1	SOX1	NM_005986.3	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX1-OT	SOX1-OT	NR_120392.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SOX10	SOX10	NM_006941.4	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SOX13	SOX13	NM_005686.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SOX2-OT	SOX2-OT	NR_075091.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SOX2-OT	SOX2-OT	NR_075092.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SOX2-OT	SOX2-OT	NR_075093.1		0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SOX5	SOX5	NM_001261414.3	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SOX5	SOX5	NM_001261415.2	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
SOX5	SOX5	NM_001330785.2	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
SOX5	SOX5	NM_006940.6	protein_coding	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
SOX5	SOX5	NM_152989.5	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SOX6	SOX6	NM_001367872.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SP1	SP1	NM_001251825.2	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SP1	SP1	NM_003109.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SP1	SP1	NM_138473.3	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
